timestamp,npu_id,aicore_pct,power_w,temp_c,memory_used_mb,memory_total_mb,hbm_used_mb,hbm_total_mb
2026-07-22T03:48:30.941751159+00:00,2,0,98.6,37,0,0,58964,65536
2026-07-22T03:48:30.941751159+00:00,3,0,102.9,37,0,0,58964,65536
2026-07-22T03:48:30.941751159+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:30.941751159+00:00,7,0,88.0,41,0,0,58865,65536
2026-07-22T03:48:32.761047356+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:32.761047356+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:32.761047356+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:32.761047356+00:00,7,0,88.0,41,0,0,58865,65536
2026-07-22T03:48:34.574276206+00:00,2,0,89.7,37,0,0,58965,65536
2026-07-22T03:48:34.574276206+00:00,3,0,94.2,37,0,0,58964,65536
2026-07-22T03:48:34.574276206+00:00,5,0,91.7,43,0,0,58864,65536
2026-07-22T03:48:34.574276206+00:00,7,0,88.0,41,0,0,58864,65536
2026-07-22T03:48:36.386610543+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:36.386610543+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:36.386610543+00:00,5,0,91.7,43,0,0,58864,65536
2026-07-22T03:48:36.386610543+00:00,7,0,88.0,41,0,0,58864,65536
2026-07-22T03:48:38.199839973+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:38.199839973+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:38.199839973+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:38.199839973+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:40.008108385+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:40.008108385+00:00,3,0,94.2,37,0,0,58964,65536
2026-07-22T03:48:40.008108385+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:40.008108385+00:00,7,0,88.1,41,0,0,58865,65536
2026-07-22T03:48:41.825123676+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:41.825123676+00:00,3,0,94.1,37,0,0,58965,65536
2026-07-22T03:48:41.825123676+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:41.825123676+00:00,7,0,87.9,41,0,0,58865,65536
2026-07-22T03:48:43.640368418+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:48:43.640368418+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:48:43.640368418+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:43.640368418+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:45.459689696+00:00,2,0,89.6,37,0,0,58964,65536
2026-07-22T03:48:45.459689696+00:00,3,0,94.2,37,0,0,58964,65536
2026-07-22T03:48:45.459689696+00:00,5,0,91.7,43,0,0,58864,65536
2026-07-22T03:48:45.459689696+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:47.275252594+00:00,2,0,89.7,37,0,0,58964,65536
2026-07-22T03:48:47.275252594+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:47.275252594+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:48:47.275252594+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:49.090852042+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:49.090852042+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:49.090852042+00:00,5,0,91.6,42,0,0,58864,65536
2026-07-22T03:48:49.090852042+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:50.922463455+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:50.922463455+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:50.922463455+00:00,5,0,91.7,43,0,0,58864,65536
2026-07-22T03:48:50.922463455+00:00,7,0,88.0,41,0,0,58864,65536
2026-07-22T03:48:52.732137339+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:48:52.732137339+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:48:52.732137339+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:48:52.732137339+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:54.555547602+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:54.555547602+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:48:54.555547602+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:54.555547602+00:00,7,0,88.0,41,0,0,58864,65536
2026-07-22T03:48:56.372566903+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:56.372566903+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:48:56.372566903+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:56.372566903+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:48:58.215319364+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:48:58.215319364+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:48:58.215319364+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:48:58.215319364+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:00.034151344+00:00,2,0,89.6,37,0,0,58965,65536
2026-07-22T03:49:00.034151344+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:49:00.034151344+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:00.034151344+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:01.855855110+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:01.855855110+00:00,3,0,94.2,37,0,0,58965,65536
2026-07-22T03:49:01.855855110+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:01.855855110+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:03.676015291+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:03.676015291+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:03.676015291+00:00,5,0,91.6,42,0,0,58864,65536
2026-07-22T03:49:03.676015291+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:05.494435924+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:05.494435924+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:05.494435924+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:05.494435924+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:07.310710503+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:07.310710503+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:07.310710503+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:49:07.310710503+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:09.125920095+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:09.125920095+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:49:09.125920095+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:09.125920095+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:10.942022792+00:00,2,0,89.4,36,0,0,58965,65536
2026-07-22T03:49:10.942022792+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:10.942022792+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:49:10.942022792+00:00,7,0,87.8,41,0,0,58865,65536
2026-07-22T03:49:12.757508858+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:12.757508858+00:00,3,0,94.2,37,0,0,58964,65536
2026-07-22T03:49:12.757508858+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:49:12.757508858+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:14.579650051+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:14.579650051+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:14.579650051+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:14.579650051+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:16.399573978+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:16.399573978+00:00,3,0,93.9,37,0,0,58964,65536
2026-07-22T03:49:16.399573978+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:16.399573978+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:18.218303206+00:00,2,0,89.6,37,0,0,58964,65536
2026-07-22T03:49:18.218303206+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:18.218303206+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:18.218303206+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:20.035766734+00:00,2,0,89.5,37,0,0,58964,65536
2026-07-22T03:49:20.035766734+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:20.035766734+00:00,5,0,91.5,43,0,0,58864,65536
2026-07-22T03:49:20.035766734+00:00,7,0,87.9,41,0,0,58864,65536
2026-07-22T03:49:21.852113945+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:21.852113945+00:00,3,0,94.1,37,0,0,58964,65536
2026-07-22T03:49:21.852113945+00:00,5,0,91.7,43,0,0,58864,65536
2026-07-22T03:49:21.852113945+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:23.668314012+00:00,2,0,89.5,37,0,0,58965,65536
2026-07-22T03:49:23.668314012+00:00,3,0,94.0,37,0,0,58964,65536
2026-07-22T03:49:23.668314012+00:00,5,0,91.6,43,0,0,58864,65536
2026-07-22T03:49:23.668314012+00:00,7,0,87.8,41,0,0,58864,65536
2026-07-22T03:49:25.482445487+00:00,2,0,89.6,36,0,0,58965,65536
2026-07-22T03:49:25.482445487+00:00,3,0,93.9,37,0,0,58964,65536
2026-07-22T03:49:25.482445487+00:00,5,0,91.7,43,0,0,58865,65536
